"","x"
"6483",0.714004
"6484",0.714017
"6485",0.714019
"6486",0.714021
"6487",0.714019
"6488",0.714017
"6489",0.714027
"6490",0.71404
"6491",0.714058
"6492",0.714077
"6493",0.714089
"6494",0.714098
"6495",0.714102
"6496",0.714099
"6497",0.714092
"6498",0.714087
"6499",0.714078
"6500",0.714068
"6501",0.714061
"6502",0.714061
"6503",0.714056
"6504",0.714065
"6505",0.714072
"6506",0.714083
"6507",0.714097
"6508",0.714107
"6509",0.714108
"6510",0.714111
"6511",0.714118
"6512",0.714118
"6513",0.714114
"6514",0.714115
"6515",0.714119
"6516",0.714122
"6517",0.714121
"6518",0.714114
"6519",0.71411
"6520",0.714101
"6521",0.714083
"6522",0.71406
"6523",0.714034
"6524",0.71401
"6525",0.713989
"6526",0.713968
"6527",0.713942
"6528",0.713916
"6529",0.713893
"6530",0.713866
"6531",0.713837
"6532",0.713807
"6533",0.713777
"6534",0.713744
"6535",0.713711
"6536",0.71368
"6537",0.713648
"6538",0.713614
"6539",0.713583
"6540",0.71355
"6541",0.713515
"6542",0.71348
"6543",0.713445
"6544",0.71341
"6545",0.71338
"6546",0.713349
"6547",0.713315
"6548",0.71328
"6549",0.713245
"6550",0.71321
"6551",0.713176
"6552",0.713141
"6553",0.713106
"6554",0.713071
"6555",0.713036
"6556",0.713001
"6557",0.712966
"6558",0.712931
"6559",0.712896
"6560",0.712861
"6561",0.712826
"6562",0.712791
"6563",0.712756
"6564",0.712721
"6565",0.712694
"6566",0.712666
"6567",0.712639
"6568",0.71261
"6569",0.712584
"6570",0.712557
"6571",0.71253
"6572",0.712502
"6573",0.712473
"6574",0.712443
"6575",0.712414
"6576",0.712387
"6577",0.712362
"6578",0.712336
"6579",0.71231
"6580",0.712284
"6581",0.712256
"6582",0.712228
"6583",0.7122
"6584",0.712172
"6585",0.712143
"6586",0.712113
"6587",0.712113
"6588",0.712111
"6589",0.712108
"6590",0.7121
"6591",0.712065
"6592",0.71203
"6593",0.711995
"6594",0.711979
"6595",0.711962
"6596",0.711947
"6597",0.711935
"6598",0.71192
"6599",0.711912
"6600",0.711905
"6601",0.711876
"6602",0.711855
"6603",0.711827
"6604",0.711815
"6605",0.711804
"6606",0.711784
"6607",0.711774
"6608",0.711756
"6609",0.711742
"6610",0.711737
"6611",0.711733
"6612",0.711704
"6613",0.711686
"6614",0.711651
"6615",0.711639
"6616",0.711604
"6617",0.711589
"6618",0.711554
"6619",0.711542
"6620",0.711507
"6621",0.711472
"6622",0.711444
"6623",0.711409
"6624",0.711381
"6625",0.711348
"6626",0.71132
"6627",0.711285
"6628",0.711251
"6629",0.711216
"6630",0.711181
"6631",0.711146
"6632",0.711111
"6633",0.711076
"6634",0.711041
"6635",0.711006
"6636",0.710971
"6637",0.710936
"6638",0.710901
"6639",0.710866
"6640",0.710832
"6641",0.710797
"6642",0.710762
"6643",0.710727
"6644",0.710692
"6645",0.710657
"6646",0.710622
"6647",0.710587
"6648",0.710553
"6649",0.710518
"6650",0.710483
"6651",0.710448
"6652",0.710413
"6653",0.710378
"6654",0.710343
"6655",0.710308
"6656",0.710273
"6657",0.710239
"6658",0.710204
"6659",0.710169
"6660",0.710134
"6661",0.710099
"6662",0.710064
"6663",0.710029
"6664",0.709994
"6665",0.70996
"6666",0.709925
"6667",0.70989
"6668",0.709855
"6669",0.70982
"6670",0.709785
"6671",0.70975
"6672",0.709716
"6673",0.709681
"6674",0.709647
"6675",0.709612
"6676",0.709577
"6677",0.709542
"6678",0.709507
"6679",0.709472
"6680",0.709437
"6681",0.709403
"6682",0.709368
"6683",0.709333
"6684",0.709299
"6685",0.709274
"6686",0.709244
"6687",0.709219
"6688",0.709184
"6689",0.709149
"6690",0.709114
"6691",0.709079
"6692",0.709045
"6693",0.70901
"6694",0.708975
"6695",0.70894
"6696",0.708905
"6697",0.708871
"6698",0.708836
"6699",0.708801
"6700",0.708766
"6701",0.708731
"6702",0.708697
"6703",0.708662
"6704",0.708627
"6705",0.708592
"6706",0.708557
"6707",0.708523
"6708",0.708488
"6709",0.708453
"6710",0.708421
"6711",0.708386
"6712",0.708358
"6713",0.708334
"6714",0.708312
"6715",0.708289
"6716",0.708264
"6717",0.708242
"6718",0.708211
"6719",0.708177
"6720",0.708148
"6721",0.70812
"6722",0.708102
"6723",0.708087
"6724",0.708068
"6725",0.708058
"6726",0.70804
"6727",0.708007
"6728",0.707972
"6729",0.707938
"6730",0.707903
"6731",0.707868
"6732",0.707833
"6733",0.707799
"6734",0.707764
"6735",0.707734
"6736",0.707717
"6737",0.707682
"6738",0.707648
"6739",0.707613
"6740",0.707582
"6741",0.707556
"6742",0.707538
"6743",0.707521
"6744",0.707486
"6745",0.707475
"6746",0.707467
"6747",0.707458
"6748",0.70744
"6749",0.707431
"6750",0.707411
"6751",0.707376
"6752",0.707342
"6753",0.707307
"6754",0.707272
"6755",0.707237
"6756",0.707207
"6757",0.712835
"6758",0.718273
"6759",0.723521
"6760",0.728579
"6761",0.733446
"6762",0.738119
"6763",0.742609
"6764",0.746906
"6765",0.751008
"6766",0.754916
"6767",0.758634
"6768",0.762158
"6769",0.765486
"6770",0.768617
"6771",0.771564
"6772",0.774319
"6773",0.776887
"6774",0.779255
"6775",0.781429
"6776",0.783411
"6777",0.78519
"6778",0.786761
"6779",0.788162
"6780",0.789368
"6781",0.790377
"6782",0.791147
"6783",0.791767
"6784",0.792176
"6785",0.79238
"6786",0.792381
"6787",0.792376
"6788",0.792365
"6789",0.79235
"6790",0.792331
"6791",0.79231
"6792",0.792286
"6793",0.792261
"6794",0.792234
"6795",0.792206
"6796",0.792177
"6797",0.792147
"6798",0.792116
"6799",0.792085
"6800",0.792052
"6801",0.79202
"6802",0.791988
"6803",0.791955
"6804",0.791922
"6805",0.791888
"6806",0.791855
"6807",0.791822
"6808",0.791789
"6809",0.791755
"6810",0.791722
"6811",0.791689
"6812",0.791656
"6813",0.791623
"6814",0.79159
"6815",0.791557
"6816",0.791524
"6817",0.791491
"6818",0.791457
"6819",0.791424
"6820",0.791391
"6821",0.791358
"6822",0.791325
"6823",0.791292
"6824",0.791259
"6825",0.791226
"6826",0.791193
"6827",0.791161
"6828",0.791129
"6829",0.791097
"6830",0.791066
"6831",0.791034
"6832",0.791003
"6833",0.790972
"6834",0.79094
"6835",0.790909
"6836",0.790878
"6837",0.790848
"6838",0.790819
"6839",0.79079
"6840",0.790761
"6841",0.790733
"6842",0.790705
"6843",0.790677
"6844",0.790649
"6845",0.79062
"6846",0.790592
"6847",0.790563
"6848",0.790534
"6849",0.790505
"6850",0.790475
"6851",0.790445
"6852",0.790415
"6853",0.790385
"6854",0.790353
"6855",0.790322
"6856",0.790289
"6857",0.790257
"6858",0.790226
"6859",0.790196
"6860",0.790164
"6861",0.790131
"6862",0.790097
"6863",0.790063
"6864",0.790027
"6865",0.789991
"6866",0.789953
"6867",0.789915
"6868",0.789876
"6869",0.789837
"6870",0.789807
"6871",0.789774
"6872",0.789735
"6873",0.789696
"6874",0.789658
"6875",0.789632
"6876",0.789604
"6877",0.789578
"6878",0.789552
"6879",0.789524
"6880",0.789495
"6881",0.789463
"6882",0.789427
"6883",0.78939
"6884",0.789352
"6885",0.789314
"6886",0.789275
"6887",0.789236
"6888",0.789197
"6889",0.789159
"6890",0.78912
"6891",0.789081
"6892",0.789042
"6893",0.789004
"6894",0.788965
"6895",0.788926
"6896",0.788887
"6897",0.788849
"6898",0.78881
"6899",0.788771
"6900",0.788733
"6901",0.788694
"6902",0.788655
"6903",0.788616
"6904",0.788578
"6905",0.788539
"6906",0.7885
"6907",0.788461
"6908",0.788423
"6909",0.788384
"6910",0.788345
"6911",0.788307
"6912",0.788268
"6913",0.788229
"6914",0.78819
"6915",0.788152
"6916",0.788113
"6917",0.788074
"6918",0.788036
"6919",0.788019
"6920",0.788023
"6921",0.788024
"6922",0.78803
"6923",0.788033
"6924",0.788031
"6925",0.788028
"6926",0.788027
"6927",0.788025
"6928",0.788019
"6929",0.788026
"6930",0.788031
"6931",0.788031
"6932",0.788031
"6933",0.788027
"6934",0.788019
"6935",0.788011
"6936",0.788001
"6937",0.78799
"6938",0.787981
"6939",0.787971
"6940",0.78796
"6941",0.787951
"6942",0.787941
"6943",0.787928
"6944",0.787912
"6945",0.787895
"6946",0.787881
"6947",0.787867
"6948",0.787857
"6949",0.787818
"6950",0.78781
"6951",0.787809
"6952",0.787806
"6953",0.787786
"6954",0.787782
"6955",0.787779
"6956",0.787775
"6957",0.787767
"6958",0.787757
"6959",0.787747
"6960",0.787735
"6961",0.787722
"6962",0.787685
"6963",0.787676
"6964",0.787666
"6965",0.787655
"6966",0.787644
"6967",0.787633
"6968",0.787622
"6969",0.78761
"6970",0.787593
"6971",0.787579
"6972",0.787566
"6973",0.787551
"6974",0.787537
"6975",0.787524
"6976",0.787509
"6977",0.787494
"6978",0.78748
"6979",0.787462
"6980",0.787423
"6981",0.787384
"6982",0.787346
"6983",0.787307
"6984",0.787268
"6985",0.78723
"6986",0.787191
"6987",0.787152
"6988",0.787114
"6989",0.787075
"6990",0.787036
"6991",0.786998
"6992",0.786959
"6993",0.786921
"6994",0.786882
"6995",0.786843
"6996",0.786805
"6997",0.786766
"6998",0.786729
"6999",0.78669
"7000",0.786652
"7001",0.786613
"7002",0.786574
"7003",0.786536
"7004",0.786497
"7005",0.786458
"7006",0.786424
"7007",0.786385
"7008",0.786346
"7009",0.786308
"7010",0.786269
"7011",0.786231
"7012",0.786192
"7013",0.786153
"7014",0.786115
"7015",0.786076
"7016",0.786038
"7017",0.785999
"7018",0.78596
"7019",0.785922
"7020",0.785884
"7021",0.785846
"7022",0.785807
"7023",0.785768
"7024",0.78573
"7025",0.785691
"7026",0.785653
"7027",0.785616
"7028",0.785578
"7029",0.785544
"7030",0.785514
"7031",0.785475
"7032",0.785444
"7033",0.785418
"7034",0.785387
"7035",0.785357
"7036",0.785318
"7037",0.78528
"7038",0.785241
"7039",0.785203
"7040",0.785186
"7041",0.785171
"7042",0.785156
"7043",0.785142
"7044",0.785122
"7045",0.785086
"7046",0.785049
"7047",0.785011
"7048",0.784972
"7049",0.784933
"7050",0.784897
"7051",0.784859
"7052",0.784822
"7053",0.784784
"7054",0.784748
"7055",0.78471
"7056",0.784672
"7057",0.784633
"7058",0.784596
"7059",0.784559
"7060",0.784523
"7061",0.784486
"7062",0.784448
"7063",0.784411
"7064",0.784374
"7065",0.784335
"7066",0.784298
"7067",0.784259
"7068",0.784221
"7069",0.784182
"7070",0.784144
"7071",0.784105
"7072",0.784067
"7073",0.784028
"7074",0.78399
"7075",0.783952
"7076",0.783913
"7077",0.783876
"7078",0.783837
"7079",0.783799
"7080",0.78376
"7081",0.783722
"7082",0.783683
"7083",0.783645
"7084",0.783606
"7085",0.783569
"7086",0.783532
"7087",0.783495
"7088",0.783459
"7089",0.783422
"7090",0.783386
"7091",0.78335
"7092",0.783314
"7093",0.783278
"7094",0.783242
"7095",0.783206
"7096",0.78317
"7097",0.783134
"7098",0.783099
"7099",0.783062
"7100",0.783024
"7101",0.782986
"7102",0.782949
"7103",0.782911
"7104",0.782873
"7105",0.782834
"7106",0.782798
"7107",0.782759
"7108",0.782721
"7109",0.782682
"7110",0.782646
"7111",0.782609
"7112",0.782573
"7113",0.782537
"7114",0.7825
"7115",0.782464
"7116",0.782428
"7117",0.782392
"7118",0.782356
"7119",0.782321
"7120",0.782285
"7121",0.78225
"7122",0.787725
"7123",0.79301
"7124",0.798102
"7125",0.803007
"7126",0.807721
"7127",0.812245
"7128",0.816579
"7129",0.820722
"7130",0.824675
"7131",0.828438
"7132",0.832011
"7133",0.835394
"7134",0.838586
"7135",0.841588
"7136",0.8444
"7137",0.847022
"7138",0.84945
"7139",0.851692
"7140",0.853744
"7141",0.855605
"7142",0.857276
"7143",0.858757
"7144",0.860049
"7145",0.86115
"7146",0.862062
"7147",0.862783
"7148",0.863314
"7149",0.863655
"7150",0.863806
"7151",0.863768
"7152",0.863729
"7153",0.86369
"7154",0.863652
"7155",0.863613
"7156",0.863575
"7157",0.863535
"7158",0.863492
"7159",0.863454
"7160",0.863416
"7161",0.863377
"7162",0.863338
"7163",0.8633
"7164",0.863261
"7165",0.863222
"7166",0.863183
"7167",0.863145
"7168",0.863106
"7169",0.863068
"7170",0.863029
"7171",0.862991
"7172",0.862953
"7173",0.862915
"7174",0.862877
"7175",0.862839
"7176",0.862801
"7177",0.862763
"7178",0.862725
"7179",0.862688
"7180",0.86265
"7181",0.862613
"7182",0.862576
"7183",0.862539
"7184",0.862507
"7185",0.862474
"7186",0.862441
"7187",0.862408
"7188",0.862375
"7189",0.862342
"7190",0.862309
"7191",0.862275
"7192",0.862241
"7193",0.862207
"7194",0.862172
"7195",0.862138
"7196",0.862104
"7197",0.86207
"7198",0.862036
"7199",0.862002
"7200",0.861968
"7201",0.861934
"7202",0.8619
"7203",0.861866
"7204",0.861832
"7205",0.861797
"7206",0.861763
"7207",0.861728
"7208",0.861694
"7209",0.86166
"7210",0.861626
"7211",0.861593
"7212",0.861559
"7213",0.861526
"7214",0.861492
"7215",0.861458
"7216",0.861425
"7217",0.861391
"7218",0.861358
"7219",0.861324
"7220",0.861291
"7221",0.861257
"7222",0.861223
"7223",0.861189
"7224",0.861154
"7225",0.861119
"7226",0.861084
"7227",0.861047
"7228",0.861013
"7229",0.860978
"7230",0.860944
"7231",0.860909
"7232",0.860873
"7233",0.860834
"7234",0.860793
"7235",0.860755
"7236",0.860717
"7237",0.860685
"7238",0.860653
"7239",0.860622
"7240",0.860605
"7241",0.860584
"7242",0.860559
"7243",0.860527
"7244",0.860489
"7245",0.860449
"7246",0.860409
"7247",0.860369
"7248",0.860327
"7249",0.860285
"7250",0.860242
"7251",0.8602
"7252",0.860158
"7253",0.860116
"7254",0.860073
"7255",0.860031
"7256",0.859989
"7257",0.859947
"7258",0.859904
"7259",0.859862
"7260",0.85982
"7261",0.859778
"7262",0.859735
"7263",0.859693
"7264",0.859651
"7265",0.859609
"7266",0.859567
"7267",0.859524
"7268",0.859482
"7269",0.85944
"7270",0.859398
"7271",0.859356
"7272",0.859313
"7273",0.859271
"7274",0.859229
"7275",0.859187
"7276",0.859145
"7277",0.859102
"7278",0.85906
"7279",0.859018
"7280",0.858976
"7281",0.858934
"7282",0.858891
"7283",0.858849
"7284",0.858807
"7285",0.858765
"7286",0.858723
"7287",0.858681
"7288",0.858638
"7289",0.858596
"7290",0.858554
"7291",0.858512
"7292",0.858474
"7293",0.858445
"7294",0.858414
"7295",0.858391
"7296",0.85837
"7297",0.858351
"7298",0.85833
"7299",0.858308
"7300",0.858279
"7301",0.858249
"7302",0.858259
"7303",0.858263
"7304",0.858271
"7305",0.858279
"7306",0.858286
"7307",0.858286
"7308",0.85829
"7309",0.858296
"7310",0.858301
"7311",0.858304
"7312",0.858304
"7313",0.858302
"7314",0.858299
"7315",0.858295
"7316",0.858292
"7317",0.858289
"7318",0.858284
"7319",0.858279
"7320",0.858272
"7321",0.858265
"7322",0.858253
"7323",0.85824
"7324",0.858229
"7325",0.858218
"7326",0.858207
"7327",0.858195
"7328",0.858176
"7329",0.858158
"7330",0.858138
"7331",0.858118
"7332",0.85809
"7333",0.85807
"7334",0.858043
"7335",0.858021
"7336",0.857987
"7337",0.857958
"7338",0.857936
"7339",0.857915
"7340",0.857893
"7341",0.85787
"7342",0.857829
"7343",0.857806
"7344",0.857764
"7345",0.857734
"7346",0.857708
"7347",0.857684
"7348",0.857659
"7349",0.857634
"7350",0.857606
"7351",0.85758
"7352",0.857554
"7353",0.857528
"7354",0.857502
"7355",0.857475
"7356",0.857449
"7357",0.857416
"7358",0.857376
"7359",0.857352
"7360",0.857327
"7361",0.857294
"7362",0.857262
"7363",0.857221
"7364",0.857179
"7365",0.857137
"7366",0.857095
"7367",0.857053
"7368",0.857012
"7369",0.856971
"7370",0.85693
"7371",0.856888
"7372",0.856846
"7373",0.856804
"7374",0.856762
"7375",0.85672
"7376",0.856678
"7377",0.856636
"7378",0.856594
"7379",0.856552
"7380",0.85651
"7381",0.856468
"7382",0.856426
"7383",0.856384
"7384",0.856341
"7385",0.856299
"7386",0.856257
"7387",0.856215
"7388",0.856173
"7389",0.856131
"7390",0.856089
"7391",0.856047
"7392",0.856005
"7393",0.855963
"7394",0.855921
"7395",0.855879
"7396",0.855837
"7397",0.855795
"7398",0.855753
"7399",0.855711
"7400",0.855669
"7401",0.855627
"7402",0.855585
"7403",0.855543
"7404",0.855501
"7405",0.855459
"7406",0.855417
"7407",0.855375
"7408",0.855333
"7409",0.855291
"7410",0.855249
"7411",0.855207
"7412",0.855165
"7413",0.855123
"7414",0.855081
"7415",0.855039
"7416",0.854997
"7417",0.854955
"7418",0.854913
"7419",0.854871
"7420",0.854829
"7421",0.854787
"7422",0.854745
"7423",0.854704
"7424",0.854662
"7425",0.85462
"7426",0.854578
"7427",0.854536
"7428",0.854494
"7429",0.854453
"7430",0.854411
"7431",0.854369
"7432",0.854328
"7433",0.854286
"7434",0.854244
"7435",0.854203
"7436",0.854162
"7437",0.854121
"7438",0.85408
"7439",0.854038
"7440",0.853996
"7441",0.853954
"7442",0.853912
"7443",0.85387
"7444",0.853828
"7445",0.853786
"7446",0.853744
"7447",0.853702
"7448",0.85366
"7449",0.853618
"7450",0.853576
"7451",0.853535
"7452",0.853493
"7453",0.853451
"7454",0.853409
"7455",0.853367
"7456",0.853325
"7457",0.853284
"7458",0.853243
"7459",0.853202
"7460",0.853161
"7461",0.85312
"7462",0.853079
"7463",0.853039
"7464",0.852998
"7465",0.852958
"7466",0.852917
"7467",0.852877
"7468",0.852837
"7469",0.852796
"7470",0.852754
"7471",0.852713
"7472",0.852672
"7473",0.852631
"7474",0.852591
"7475",0.852549
"7476",0.852507
"7477",0.852465
"7478",0.852424
"7479",0.852382
"7480",0.85234
"7481",0.852299
"7482",0.852259
"7483",0.852218
"7484",0.852177
"7485",0.852136
"7486",0.852096
"7487",0.8552
"7488",0.858195
"7489",0.861082
"7490",0.863861
"7491",0.866531
"7492",0.869093
"7493",0.871546
"7494",0.873891
"7495",0.876127
"7496",0.878255
"7497",0.880274
"7498",0.882185
"7499",0.883988
"7500",0.885681
"7501",0.887267
"7502",0.888744
"7503",0.890113
"7504",0.891374
"7505",0.892526
"7506",0.893568
"7507",0.894503
"7508",0.895329
"7509",0.896048
"7510",0.896657
"7511",0.897159
"7512",0.897552
"7513",0.897836
"7514",0.898012
"7515",0.89808
"7516",0.89804
"7517",0.898
"7518",0.897959
"7519",0.897919
"7520",0.897878
"7521",0.897838
"7522",0.897797
"7523",0.897756
"7524",0.897716
"7525",0.897676
"7526",0.897635
"7527",0.897595
"7528",0.897555
"7529",0.897515
"7530",0.897476
"7531",0.897436
"7532",0.897396
"7533",0.897356
"7534",0.897317
"7535",0.897277
"7536",0.897237
"7537",0.897198
"7538",0.897158
"7539",0.897118
"7540",0.897078
"7541",0.897038
"7542",0.896997
"7543",0.896957
"7544",0.896916
"7545",0.896876
"7546",0.896835
"7547",0.896794
"7548",0.896754
"7549",0.896713
"7550",0.896672
"7551",0.896632
"7552",0.896591
"7553",0.89655
"7554",0.89651
"7555",0.896499
"7556",0.896481
"7557",0.896459
"7558",0.896433
"7559",0.896404
"7560",0.896372
"7561",0.896338
"7562",0.896321
"7563",0.896307
"7564",0.896288
"7565",0.896266
"7566",0.896239
"7567",0.89621
"7568",0.896178
"7569",0.896145
"7570",0.896109
"7571",0.896072
"7572",0.896034
"7573",0.895994
"7574",0.895953
"7575",0.895913
"7576",0.895872
"7577",0.895831
"7578",0.895789
"7579",0.895748
"7580",0.895706
"7581",0.895665
"7582",0.895623
"7583",0.895581
"7584",0.895539
"7585",0.895497
"7586",0.895454
"7587",0.895411
"7588",0.895367
"7589",0.895324
"7590",0.89528
"7591",0.895236
"7592",0.895192
"7593",0.895148
"7594",0.895104
"7595",0.89506
"7596",0.895017
"7597",0.894974
"7598",0.894931
"7599",0.894887
"7600",0.894844
"7601",0.894801
"7602",0.894758
"7603",0.894714
"7604",0.89467
"7605",0.894626
"7606",0.894582
"7607",0.894538
"7608",0.894494
"7609",0.89445
"7610",0.894406
"7611",0.894362
"7612",0.894318
"7613",0.894274
"7614",0.89423
"7615",0.894187
"7616",0.894143
"7617",0.894099
"7618",0.894055
"7619",0.894011
"7620",0.893967
"7621",0.893923
"7622",0.893879
"7623",0.893835
"7624",0.893791
"7625",0.893748
"7626",0.893704
"7627",0.89366
"7628",0.893616
"7629",0.893572
"7630",0.893528
"7631",0.893484
"7632",0.89344
"7633",0.893396
"7634",0.893353
"7635",0.893309
"7636",0.893265
"7637",0.893221
"7638",0.893177
"7639",0.893133
"7640",0.893089
"7641",0.893046
"7642",0.893002
"7643",0.892958
"7644",0.892914
"7645",0.89287
"7646",0.892826
"7647",0.892782
"7648",0.892739
"7649",0.892695
"7650",0.892651
"7651",0.892607
"7652",0.892563
"7653",0.892519
"7654",0.892476
"7655",0.892432
"7656",0.892388
"7657",0.892344
"7658",0.8923
"7659",0.892256
"7660",0.892213
"7661",0.892169
"7662",0.892125
"7663",0.892081
"7664",0.892037
"7665",0.891994
"7666",0.89195
"7667",0.891906
"7668",0.891862
"7669",0.891818
"7670",0.891775
"7671",0.891731
"7672",0.891687
"7673",0.891643
"7674",0.891599
"7675",0.891556
"7676",0.891512
"7677",0.891468
"7678",0.891424
"7679",0.891381
"7680",0.891337
"7681",0.891293
"7682",0.891249
"7683",0.891217
"7684",0.891184
"7685",0.89115
"7686",0.891115
"7687",0.89108
"7688",0.891043
"7689",0.891006
"7690",0.890968
"7691",0.89093
"7692",0.890891
"7693",0.89085
"7694",0.890817
"7695",0.890786
"7696",0.890753
"7697",0.890721
"7698",0.890685
"7699",0.890654
"7700",0.890623
"7701",0.890593
"7702",0.890561
"7703",0.890525
"7704",0.890489
"7705",0.890459
"7706",0.890428
"7707",0.890391
"7708",0.89036
"7709",0.890329
"7710",0.890295
"7711",0.890265
"7712",0.890235
"7713",0.890205
"7714",0.890171
"7715",0.890127
"7716",0.890093
"7717",0.890068
"7718",0.890036
"7719",0.890003
"7720",0.889984
"7721",0.889963
"7722",0.889924
"7723",0.889887
"7724",0.889843
"7725",0.889809
"7726",0.889766
"7727",0.889722
"7728",0.889678
"7729",0.889634
"7730",0.889591
"7731",0.889547
"7732",0.889503
"7733",0.88946
"7734",0.889416
"7735",0.889373
"7736",0.889346
"7737",0.889302
"7738",0.889259
"7739",0.889215
"7740",0.889189
"7741",0.88915
"7742",0.889112
"7743",0.889068
"7744",0.889024
"7745",0.888981
"7746",0.888937
"7747",0.888893
"7748",0.88885
"7749",0.888806
"7750",0.888762
"7751",0.888719
"7752",0.888675
"7753",0.888631
"7754",0.888588
"7755",0.888544
"7756",0.888501
"7757",0.888457
"7758",0.888413
"7759",0.88837
"7760",0.888326
"7761",0.888282
"7762",0.888239
"7763",0.888195
"7764",0.888152
"7765",0.888108
"7766",0.888064
"7767",0.888021
"7768",0.887977
"7769",0.887933
"7770",0.88789
"7771",0.887852
"7772",0.887814
"7773",0.887771
"7774",0.887727
"7775",0.88769
"7776",0.887659
"7777",0.887615
"7778",0.887572
"7779",0.887528
"7780",0.887485
"7781",0.887441
"7782",0.887398
"7783",0.887354
"7784",0.88731
"7785",0.887274
"7786",0.887231
"7787",0.887193
"7788",0.88716
"7789",0.887136
"7790",0.887108
"7791",0.887076
"7792",0.887033
"7793",0.886989
"7794",0.886945
"7795",0.886902
"7796",0.886858
"7797",0.886815
"7798",0.886771
"7799",0.886728
"7800",0.886695
"7801",0.886665
"7802",0.886638
"7803",0.886605
"7804",0.886572
"7805",0.886548
"7806",0.886527
"7807",0.886502
"7808",0.88648
"7809",0.886452
"7810",0.886418
"7811",0.886387
"7812",0.886346
"7813",0.886325
"7814",0.886307
"7815",0.886289
"7816",0.886272
"7817",0.886257
"7818",0.88625
"7819",0.886244
"7820",0.886243
"7821",0.886241
"7822",0.886226
"7823",0.88619
"7824",0.886185
"7825",0.886185
"7826",0.886187
"7827",0.886188
"7828",0.88619
"7829",0.886183
"7830",0.886184
"7831",0.886188
"7832",0.886145
"7833",0.886101
"7834",0.886057
"7835",0.886034
"7836",0.886023
"7837",0.886019
"7838",0.885997
"7839",0.88599
"7840",0.885986
"7841",0.88599
"7842",0.885996
"7843",0.885979
"7844",0.885938
"7845",0.885896
"7846",0.885855
"7847",0.885813
"7848",0.885772
"7849",0.885731
"7850",0.885689
"7851",0.885647
"7852",0.885606
"7853",0.887334
"7854",0.889001
"7855",0.890607
"7856",0.892152
"7857",0.893636
"7858",0.895059
"7859",0.896421
"7860",0.897722
"7861",0.898962
"7862",0.900141
"7863",0.901258
"7864",0.902315
"7865",0.90331
"7866",0.904245
"7867",0.905119
"7868",0.905931
"7869",0.906683
"7870",0.907374
"7871",0.908003
"7872",0.908571
"7873",0.909077
"7874",0.909523
"7875",0.909907
"7876",0.910231
"7877",0.910494
"7878",0.910696
"7879",0.910837
"7880",0.910916
"7881",0.910935
"7882",0.910893
"7883",0.910851
"7884",0.910807
"7885",0.910765
"7886",0.910723
"7887",0.91068
"7888",0.910638
"7889",0.910593
"7890",0.910551
"7891",0.910508
"7892",0.910466
"7893",0.910423
"7894",0.910381
"7895",0.910338
"7896",0.910296
"7897",0.910254
"7898",0.910212
"7899",0.91017
"7900",0.910129
"7901",0.910087
"7902",0.910045
"7903",0.910003
"7904",0.909961
"7905",0.90992
"7906",0.909878
"7907",0.909836
"7908",0.909794
"7909",0.909753
"7910",0.909711
"7911",0.90967
"7912",0.909627
"7913",0.909585
"7914",0.909544
"7915",0.909502
"7916",0.90946
"7917",0.909419
"7918",0.909377
"7919",0.909336
"7920",0.909294
"7921",0.909266
"7922",0.909238
"7923",0.909208
"7924",0.909174
"7925",0.909139
"7926",0.909101
"7927",0.909062
"7928",0.909021
"7929",0.908979
"7930",0.908938
"7931",0.908896
"7932",0.908855
"7933",0.908827
"7934",0.908797
"7935",0.908764
"7936",0.908729
"7937",0.908693
"7938",0.908654
"7939",0.908622
"7940",0.908589
"7941",0.908554
"7942",0.908518
"7943",0.90848
"7944",0.908441
"7945",0.9084
"7946",0.908359
"7947",0.908318
"7948",0.908276
"7949",0.908234
"7950",0.908192
"7951",0.908149
"7952",0.908106
"7953",0.908063
"7954",0.908019
"7955",0.907975
"7956",0.907932
"7957",0.907888
"7958",0.907844
"7959",0.9078
"7960",0.907755
"7961",0.907711
"7962",0.907666
"7963",0.907622
"7964",0.907577
"7965",0.907532
"7966",0.907488
"7967",0.907443
"7968",0.907399
"7969",0.907354
"7970",0.90731
"7971",0.907267
"7972",0.907225
"7973",0.90718
"7974",0.907136
"7975",0.907092
"7976",0.907049
"7977",0.907005
"7978",0.906961
"7979",0.906916
"7980",0.906872
"7981",0.906828
"7982",0.906784
"7983",0.906739
"7984",0.906695
"7985",0.90665
"7986",0.906606
"7987",0.906561
"7988",0.906517
"7989",0.906472
"7990",0.906428
"7991",0.906383
"7992",0.906339
"7993",0.906294
"7994",0.90625
"7995",0.906205
"7996",0.906161
"7997",0.906116
"7998",0.906072
"7999",0.906027
"8000",0.905983
"8001",0.905938
"8002",0.905894
"8003",0.905849
"8004",0.905805
"8005",0.90576
"8006",0.905716
"8007",0.905671
"8008",0.905627
"8009",0.905582
"8010",0.905538
"8011",0.905493
"8012",0.905449
"8013",0.905404
"8014",0.90536
"8015",0.905315
"8016",0.905271
"8017",0.905227
"8018",0.905182
"8019",0.905138
"8020",0.905093
"8021",0.905049
"8022",0.905004
"8023",0.90496
"8024",0.904915
"8025",0.904871
"8026",0.904827
"8027",0.904784
"8028",0.904742
"8029",0.904699
"8030",0.904657
"8031",0.904614
"8032",0.904571
"8033",0.904529
"8034",0.904486
"8035",0.904443
"8036",0.904399
"8037",0.904355
